transaction_id,user_id,transaction_time,amount,rule_score,behavioral_risk_score,model_score,final_score,risk_class,triggered_rules
txn_003242,user_0002,2024-02-12 18:21:34.412458577,60.35,0.0,0.0,0.0011045389145317417,0.00044181556581269674,low_risk,[]
txn_003519,user_0002,2024-02-16 11:09:38.788487419,79.26,0.0,0.0,0.03268170558912833,0.013072682235651332,low_risk,[]
txn_003608,user_0002,2024-02-17 19:03:47.847297152,78.24,0.0,0.0,0.04134741221844438,0.016538964887377754,low_risk,[]
txn_003737,user_0002,2024-02-19 15:14:47.823542378,85.35,0.0,0.0,0.03294694054494744,0.013178776217978978,low_risk,[]
txn_004002,user_0002,2024-02-22 22:19:55.564585267,46.8,0.0,0.0,0.002546680504192299,0.0010186722016769197,low_risk,[]
txn_004468,user_0002,2024-02-29 09:20:42.790758064,766.33,0.5,0.6557940575813018,0.9999467184017954,0.7389272017560437,high_risk,"['jump_from_previous', 'high_vs_average']"
txn_000001,user_0003,2024-01-01 00:49:05.182078368,48.43,0.0,0.0,0.028805221741264087,0.011522088696505636,low_risk,[]
txn_000134,user_0003,2024-01-02 22:17:40.871169975,43.09,0.0,0.0,0.09976113281129256,0.03990445312451703,low_risk,[]
txn_000417,user_0003,2024-01-06 17:04:12.198738873,21.27,0.0,0.0,0.031959750566188265,0.012783900226475306,low_risk,[]
txn_000714,user_0003,2024-01-10 06:10:03.722143459,686.51,0.7,0.7689745589061961,0.9999467184017954,0.8372223270872672,high_risk,"['jump_from_previous', 'high_vs_average', 'high_share_of_total']"
txn_000776,user_0003,2024-01-11 01:00:20.158155425,20.81,0.0,0.0,0.0014762695120674146,0.0005905078048269659,low_risk,[]
txn_000980,user_0003,2024-01-14 00:21:33.180625206,48.9,0.0,0.013118692936088416,0.017692470172187905,0.010356661302897266,low_risk,[]
txn_001957,user_0003,2024-01-26 22:00:06.306626498,42.33,0.0,0.0,0.0035243585886473596,0.0014097434354589438,low_risk,[]
txn_002600,user_0003,2024-02-04 04:46:31.372231466,55.99,0.0,0.0,0.00861260037620294,0.003445040150481176,low_risk,[]
txn_003343,user_0003,2024-02-14 00:11:30.039474349,18.58,0.0,0.0,0.0006435879793687309,0.0002574351917474924,low_risk,[]
txn_003497,user_0003,2024-02-16 03:42:33.541449980,58.3,0.0,0.042666846071044144,0.0304924268976964,0.022863682276839596,low_risk,[]
txn_004245,user_0003,2024-02-26 11:08:59.460220191,58.73,0.1,0.0,0.0013784671955039795,0.035551386878201585,low_risk,['increasing_sequence']
txn_000089,user_0004,2024-01-02 06:27:52.763218353,219.47,0.0,0.0,0.03227956277534813,0.012911825110139254,low_risk,[]
txn_000580,user_0004,2024-01-08 15:12:19.386447236,284.2,0.0,0.0,0.07251966212367289,0.029007864849469156,low_risk,[]
txn_000821,user_0004,2024-01-11 14:52:55.315253032,331.72,0.1,0.0,0.09437285828934605,0.07274914331573842,low_risk,['increasing_sequence']
txn_000863,user_0004,2024-01-12 07:44:44.096789917,127.72,0.0,0.0,0.00019733883779284034,7.893553511713614e-05,low_risk,[]
txn_001037,user_0004,2024-01-14 16:07:46.605489890,362.55,0.0,0.03144867679298466,0.1805221146593394,0.08007101506198191,low_risk,[]
txn_001421,user_0004,2024-01-19 23:33:37.794833531,268.71,0.0,0.0,0.031721323137512886,0.012688529255005155,low_risk,[]
txn_001442,user_0004,2024-01-20 06:01:26.783964299,301.2,0.0,0.0,0.01661780205823156,0.0066471208232926245,low_risk,[]
txn_001507,user_0004,2024-01-20 20:10:29.552169891,264.17,0.0,0.0,0.031590879684558655,0.012636351873823462,low_risk,[]
txn_001521,user_0004,2024-01-21 00:18:42.818863794,192.98,0.0,0.0,0.0007577923176081253,0.00030311692704325014,low_risk,[]
txn_001851,user_0004,2024-01-25 11:59:06.549329414,155.51,0.0,0.0,0.00019733883779284034,7.893553511713614e-05,low_risk,[]
txn_002025,user_0004,2024-01-27 18:38:47.643201009,395.68,0.0,0.020415085846569352,0.20810891949726945,0.08834733926055013,low_risk,[]
txn_002297,user_0004,2024-01-31 07:55:26.615547035,108.57,0.0,0.0,4.987704447546021e-05,1.9950817790184086e-05,low_risk,[]
txn_002483,user_0004,2024-02-02 20:05:14.248806070,206.3,0.0,0.0,0.0008769757738115305,0.00035079030952461223,low_risk,[]
txn_002519,user_0004,2024-02-03 05:43:58.156234599,76.66,0.0,0.0,4.987704447546021e-05,1.9950817790184086e-05,low_risk,[]
txn_002561,user_0004,2024-02-03 15:31:09.909729471,261.17,0.0,0.05275730498304202,0.06054893154715238,0.03740889886462146,low_risk,[]
txn_002908,user_0004,2024-02-08 04:48:18.731086130,289.86,0.1,0.0,0.031008924484523255,0.0474035697938093,low_risk,['increasing_sequence']
txn_002997,user_0004,2024-02-09 08:27:24.911335045,149.46,0.0,0.0,0.00019733883779284034,7.893553511713614e-05,low_risk,[]
txn_003411,user_0004,2024-02-14 22:48:38.831523723,222.22,0.0,0.0,0.005793280778583938,0.0023173123114335753,low_risk,[]
txn_003454,user_0004,2024-02-15 13:27:04.262516056,282.35,0.1,0.0,0.02951896969381128,0.04680758787752451,low_risk,['increasing_sequence']
txn_003850,user_0004,2024-02-21 00:45:00.236328318,2500.8,0.6,0.6200172827702561,0.994832430008223,0.7629372926958533,high_risk,"['jump_from_previous', 'high_vs_average', 'increasing_sequence']"
txn_000049,user_0005,2024-01-01 17:21:16.857874556,27.35,0.0,0.0,0.015850186635604405,0.0063400746542417626,low_risk,[]
txn_000339,user_0005,2024-01-05 12:01:29.721310395,41.26,0.0,0.0,0.06979062230899008,0.027916248923596034,low_risk,[]
txn_000350,user_0005,2024-01-05 16:32:41.429165852,245.76,0.6,0.42301845116078274,0.9998495767475376,0.7156944434892107,high_risk,"['jump_from_previous', 'high_vs_average', 'increasing_sequence']"
txn_000710,user_0005,2024-01-10 05:09:17.574782417,25.1,0.0,0.0,0.02486224910819355,0.009944899643277421,low_risk,[]
txn_000810,user_0005,2024-01-11 11:43:21.490231898,31.43,0.0,0.0,0.03174927378464328,0.012699709513857314,low_risk,[]
txn_000991,user_0005,2024-01-14 04:11:40.605975641,12.78,0.0,0.0,0.017631195479609042,0.007052478191843617,low_risk,[]
txn_001397,user_0005,2024-01-19 17:35:18.790828053,24.49,0.0,0.0,0.02501571515154907,0.010006286060619629,low_risk,[]
txn_001689,user_0005,2024-01-23 03:20:36.660308988,23.51,0.0,0.0,0.024081580175849982,0.009632632070339993,low_risk,[]
txn_001880,user_0005,2024-01-26 00:50:42.713507429,32.67,0.0,0.0,0.04277956896099387,0.01711182758439755,low_risk,[]
txn_002138,user_0005,2024-01-29 08:21:17.624494306,25.29,0.0,0.0,0.03620206660966803,0.014480826643867212,low_risk,[]
txn_002326,user_0005,2024-01-31 14:09:20.617639743,38.1,0.0,0.0,0.05447838045010043,0.021791352180040174,low_risk,[]
txn_002499,user_0005,2024-02-03 00:27:57.053536562,28.31,0.0,0.0,0.04549888032305003,0.018199552129220014,low_risk,[]
txn_002608,user_0005,2024-02-04 07:27:08.806285429,25.41,0.0,0.0,0.02754595268076711,0.011018381072306845,low_risk,[]
txn_002803,user_0005,2024-02-06 19:54:45.678113916,28.72,0.0,0.0,0.030425966010570946,0.012170386404228378,low_risk,[]
txn_002808,user_0005,2024-02-06 21:13:15.281872090,32.61,0.1,0.0,0.0627033148081652,0.06008132592326608,low_risk,['increasing_sequence']
txn_003331,user_0005,2024-02-13 18:53:03.496355017,27.13,0.0,0.0,0.02444161083481657,0.009776644333926629,low_risk,[]
txn_003340,user_0005,2024-02-13 23:41:57.276116683,28.14,0.0,0.0,0.03951133874767415,0.015804535499069662,low_risk,[]
txn_003370,user_0005,2024-02-14 09:16:07.817718923,44.57,0.1,0.0,0.23183305235284293,0.12773322094113718,low_risk,['increasing_sequence']
txn_003467,user_0005,2024-02-15 18:44:52.034490662,15.13,0.0,0.0,0.034013515394290296,0.013605406157716118,low_risk,[]
txn_003844,user_0005,2024-02-20 22:31:44.142887243,43.57,0.0,0.032989094514210164,0.16243676716014896,0.07322198049261212,low_risk,[]
txn_003848,user_0005,2024-02-20 23:41:47.201421307,26.06,0.0,0.0,0.04300547457618078,0.017202189830472312,low_risk,[]
txn_004104,user_0005,2024-02-24 08:29:57.102351363,28.59,0.0,0.0,0.03704101999213469,0.014816407996853876,low_risk,[]
txn_004178,user_0005,2024-02-25 11:56:45.458512805,32.28,0.1,0.0,0.049279675832030814,0.05471187033281232,low_risk,['increasing_sequence']
txn_004295,user_0005,2024-02-27 02:46:38.847779427,24.05,0.0,0.0,0.014702131840942833,0.0058808527363771335,low_risk,[]
txn_004383,user_0005,2024-02-28 04:01:13.298033446,35.13,0.0,0.0,0.08807996125689779,0.03523198450275912,low_risk,[]
txn_004386,user_0005,2024-02-28 05:05:24.952202069,38.57,0.1,0.0,0.14572094352785428,0.09328837741114171,low_risk,['increasing_sequence']
txn_004390,user_0005,2024-02-28 05:49:21.475641169,33.15,0.0,0.0,0.2353576925476655,0.09414307701906621,low_risk,[]
txn_000069,user_0006,2024-01-01 23:22:18.685679371,72.58,0.0,0.0,0.01842564463680863,0.007370257854723453,low_risk,[]
txn_000219,user_0006,2024-01-04 02:28:44.212798571,55.2,0.0,0.0,0.011591942541692758,0.004636777016677103,low_risk,[]
txn_000397,user_0006,2024-01-06 10:36:37.955410397,66.76,0.0,0.0,0.05929938949607653,0.023719755798430612,low_risk,[]
txn_000597,user_0006,2024-01-08 20:31:36.082167451,49.11,0.0,0.0,0.021105898518215708,0.008442359407286283,low_risk,[]
txn_001166,user_0006,2024-01-16 12:43:23.943438680,68.65,0.0,0.0,0.10806371749774554,0.04322548699909822,low_risk,[]
txn_001199,user_0006,2024-01-16 22:45:55.998417940,51.46,0.0,0.0,0.07341805295222718,0.029367221180890874,low_risk,[]
txn_001264,user_0006,2024-01-17 18:27:42.544587863,49.11,0.0,0.0,0.05260146860567975,0.0210405874422719,low_risk,[]
txn_001469,user_0006,2024-01-20 10:25:04.145936791,60.29,0.0,0.0,0.08344046636081108,0.033376186544324435,low_risk,[]
txn_001535,user_0006,2024-01-21 04:15:05.744935443,67.06,0.1,0.0,0.11793102924086347,0.0821724116963454,low_risk,['increasing_sequence']
txn_001761,user_0006,2024-01-24 09:26:27.006635605,88.38,0.1,0.0,0.14419000174188853,0.09267600069675541,low_risk,['increasing_sequence']
txn_001910,user_0006,2024-01-26 10:03:48.144934336,59.79,0.0,0.0,0.08292235795615886,0.033168943182463544,low_risk,[]
txn_002034,user_0006,2024-01-27 21:29:00.206006608,40.79,0.0,0.0,0.008694249132413703,0.003477699652965481,low_risk,[]
txn_002057,user_0006,2024-01-28 03:36:41.117022407,48.1,0.0,0.0,0.009257593841681136,0.0037030375366724545,low_risk,[]
txn_002152,user_0006,2024-01-29 11:49:21.520290049,62.03,0.1,0.0,0.0502796268901947,0.05511185075607788,low_risk,['increasing_sequence']
txn_002167,user_0006,2024-01-29 18:54:35.438282715,56.09,0.0,0.0,0.045506762223618234,0.018202704889447294,low_risk,[]
txn_002279,user_0006,2024-01-31 03:28:28.958982785,58.92,0.0,0.0,0.05057737358345058,0.020230949433380233,low_risk,[]
txn_002292,user_0006,2024-01-31 05:51:07.291630632,569.68,0.6,0.616656143443001,0.9999814778244542,0.764156626990532,high_risk,"['jump_from_previous', 'high_vs_average', 'increasing_sequence']"
txn_002293,user_0006,2024-01-31 06:32:42.522625210,39.08,0.0,0.0,0.00015291771152491445,6.116708460996578e-05,low_risk,[]
txn_002402,user_0006,2024-02-01 20:14:29.540856253,59.82,0.0,0.0,0.003414316593156276,0.0013657266372625104,low_risk,[]
txn_003807,user_0006,2024-02-20 13:25:21.558987128,59.79,0.0,0.0,0.0012394765397603005,0.0004957906159041202,low_risk,[]
txn_003881,user_0006,2024-02-21 07:53:04.283958298,49.92,0.0,0.0,0.0024861730932170378,0.0009944692372868152,low_risk,[]
txn_003895,user_0006,2024-02-21 13:43:27.624739541,47.48,0.0,0.0,0.0020598564738901056,0.0008239425895560423,low_risk,[]
txn_004200,user_0006,2024-02-25 19:21:07.011792643,69.67,0.0,0.0,0.01771237539032415,0.007084950156129661,low_risk,[]
txn_004266,user_0006,2024-02-26 17:23:59.511528693,54.47,0.0,0.0,0.0020593184085197667,0.0008237273634079067,low_risk,[]
txn_004391,user_0006,2024-02-28 06:26:04.626943268,64.01,0.0,0.0,0.0013023355276687812,0.0005209342110675126,low_risk,[]
txn_004422,user_0006,2024-02-28 16:23:09.146164889,60.59,0.0,0.0,0.0014717878975385823,0.0005887151590154329,low_risk,[]
txn_004460,user_0006,2024-02-29 06:12:44.369169498,60.21,0.0,0.0,0.008431314480862791,0.0033725257923451165,low_risk,[]
txn_000141,user_0007,2024-01-03 01:13:06.066252100,16.91,0.0,0.0,0.019623477377710617,0.007849390951084247,low_risk,[]
txn_000178,user_0007,2024-01-03 13:08:22.027460861,26.31,0.0,0.0,0.04107205582796878,0.016428822331187514,low_risk,[]
txn_000408,user_0007,2024-01-06 14:18:36.373201312,17.77,0.0,0.0,0.049041448506760565,0.019616579402704226,low_risk,[]
txn_000430,user_0007,2024-01-06 20:57:06.924633832,15.28,0.0,0.0,0.043965324531437124,0.01758612981257485,low_risk,[]
txn_000701,user_0007,2024-01-10 02:35:40.184280661,25.0,0.0,0.0,0.046406464515137406,0.018562585806054962,low_risk,[]
txn_001157,user_0007,2024-01-16 10:36:58.070877877,27.43,0.1,0.0,0.0808722659986775,0.067348906399471,low_risk,['increasing_sequence']
txn_001195,user_0007,2024-01-16 21:54:26.556487542,35.96,0.1,0.0,0.3687048302038674,0.18248193208154698,low_risk,['increasing_sequence']
txn_001222,user_0007,2024-01-17 05:17:27.591215280,15.75,0.0,0.0,0.12785526945487452,0.05114210778194981,low_risk,[]
txn_001249,user_0007,2024-01-17 13:19:49.197139575,25.53,0.0,0.0,0.12146058443770473,0.04858423377508189,low_risk,[]
txn_001494,user_0007,2024-01-20 16:02:35.224077623,20.75,0.0,0.0,0.1345857399410418,0.05383429597641673,low_risk,[]
txn_001617,user_0007,2024-01-22 02:46:44.824631056,15.0,0.0,0.0,0.0560468494444901,0.022418739777796043,low_risk,[]
txn_001776,user_0007,2024-01-24 13:32:18.302735487,21.32,0.0,0.0,0.17442807146725708,0.06977122858690284,low_risk,[]
txn_001866,user_0007,2024-01-25 20:24:56.271936404,37.18,0.1,0.0,0.6370165892280292,0.2898066356912117,low_risk,['increasing_sequence']
txn_001883,user_0007,2024-01-26 01:33:01.196504960,52.06,0.1,0.012725273993137675,0.9651220980889906,0.42423015773388073,medium_risk,['increasing_sequence']
txn_001914,user_0007,2024-01-26 12:08:52.044248116,70.65,0.1,0.04039744499645139,0.9926900177736795,0.4421753683585847,medium_risk,['increasing_sequence']
txn_001922,user_0007,2024-01-26 13:23:53.481589810,92.96,0.1,0.06486166942539606,0.9881238045032406,0.44646493915764524,medium_risk,['increasing_sequence']
txn_002033,user_0007,2024-01-27 21:25:52.197968925,9.91,0.0,0.0,0.03903633364696788,0.015614533458787154,low_risk,[]
txn_002280,user_0007,2024-01-31 03:37:02.463753397,16.36,0.0,0.0,0.03860658010889997,0.015442632043559987,low_risk,[]
txn_002282,user_0007,2024-01-31 03:51:29.619742810,18.23,0.1,0.0,0.044167348378961926,0.05266693935158477,low_risk,['increasing_sequence']
txn_002744,user_0007,2024-02-06 03:28:14.752026065,21.98,0.1,0.0,0.07655187686851343,0.06562075074740537,low_risk,['increasing_sequence']
txn_002999,user_0007,2024-02-09 08:58:14.495776323,23.0,0.1,0.0,0.09031798767438909,0.07112719506975564,low_risk,['increasing_sequence']
txn_003500,user_0007,2024-02-16 04:55:50.282935579,17.8,0.0,0.0,0.04082776788025104,0.016331107152100417,low_risk,[]
txn_003501,user_0007,2024-02-16 05:04:09.145918644,9.0,0.0,0.0,0.0331016126258075,0.013240645050323,low_risk,[]
txn_003621,user_0007,2024-02-17 22:52:51.625880542,9.72,0.0,0.0,0.03017176210270007,0.012068704841080028,low_risk,[]
txn_003886,user_0007,2024-02-21 09:52:44.271695501,17.23,0.1,0.0,0.02871624602340564,0.046486498409362254,low_risk,['increasing_sequence']
txn_003979,user_0007,2024-02-22 18:21:10.426400159,23.24,0.1,0.0,0.12925415586460845,0.08670166234584338,low_risk,['increasing_sequence']
txn_004059,user_0007,2024-02-23 14:59:24.379265155,14.1,0.0,0.0,0.051388341370626964,0.020555336548250785,low_risk,[]
txn_004491,user_0007,2024-02-29 15:44:51.424782458,21.02,0.0,0.0,0.05258711741882112,0.02103484696752845,low_risk,[]
txn_000152,user_0008,2024-01-03 04:27:34.134420067,120.12,0.0,0.0,0.010492396756456081,0.004196958702582433,low_risk,[]
txn_000264,user_0008,2024-01-04 12:33:17.645674376,74.14,0.0,0.0,0.003402862856648993,0.0013611451426595973,low_risk,[]
txn_000402,user_0008,2024-01-06 13:36:39.794193017,1401.09,0.5,0.6428094472176813,0.9999467184017954,0.7356810491651384,high_risk,"['jump_from_previous', 'high_vs_average']"
txn_000573,user_0008,2024-01-08 14:15:06.698370610,105.19,0.0,0.0,0.00019733883779284034,7.893553511713614e-05,low_risk,[]
txn_000977,user_0008,2024-01-13 23:25:40.101990506,139.43,0.0,0.0,0.0006121629583958542,0.0002448651833583417,low_risk,[]
txn_001590,user_0008,2024-01-21 17:21:07.510190646,71.37,0.0,0.0,4.987704447546021e-05,1.9950817790184086e-05,low_risk,[]
txn_001720,user_0008,2024-01-23 17:34:11.485707810,91.43,0.0,0.0,0.00024491397538901346,9.796559015560539e-05,low_risk,[]
txn_001942,user_0008,2024-01-26 17:54:08.549696627,88.21,0.0,0.0,0.00032263223141206073,0.0001290528925648243,low_risk,[]
txn_002079,user_0008,2024-01-28 12:03:42.693381281,80.63,0.0,0.0,0.0001751704380946806,7.006817523787223e-05,low_risk,[]
txn_002314,user_0008,2024-01-31 11:03:17.554841856,125.05,0.0,0.0,0.0006127674578541442,0.0002451069831416577,low_risk,[]
txn_002372,user_0008,2024-02-01 07:39:04.911587974,76.85,0.0,0.0,4.987704447546021e-05,1.9950817790184086e-05,low_risk,[]
txn_002416,user_0008,2024-02-02 00:49:26.800032781,113.93,0.0,0.0,0.0004917781962443731,0.00019671127849774924,low_risk,[]
txn_002533,user_0008,2024-02-03 08:54:50.498599739,45.85,0.0,0.0,4.987704447546021e-05,1.9950817790184086e-05,low_risk,[]
txn_002569,user_0008,2024-02-03 17:17:35.561711507,111.12,0.0,0.015883315158124318,0.011464304757582802,0.0085565506925642,low_risk,[]
txn_002678,user_0008,2024-02-05 06:01:41.049409477,128.02,0.1,0.0,0.0006898812144189015,0.03527595248576756,low_risk,['increasing_sequence']
txn_002794,user_0008,2024-02-06 17:54:45.482848493,101.97,0.0,0.0,0.00019733883779284034,7.893553511713614e-05,low_risk,[]
txn_002868,user_0008,2024-02-07 17:41:06.520971836,118.34,0.0,0.0,0.0005694964522674203,0.00022779858090696812,low_risk,[]
