transaction_id,user_id,transaction_time,amount,rule_score,behavioral_risk_score,model_score,final_score,risk_class,triggered_rules,is_anomaly
txn_004237,user_0000,2024-02-26 07:52:46.956209287,70.31,0.0,0.0,0.0001751704380946,7.006817523787223e-05,low_risk,[],0
txn_004288,user_0000,2024-02-26 22:58:57.623279991,90.12,0.0,0.0,0.0003443164029269,0.0001377265611707,low_risk,[],0
txn_004496,user_0000,2024-02-29 16:32:48.723410578,82.86,0.0,0.0,0.0001751704380946,7.006817523787223e-05,low_risk,[],0
txn_000532,user_0001,2024-01-08 01:41:42.782295828,46.0,0.0,0.0,0.0222971786377674,0.0089188714551069,low_risk,[],0
txn_000862,user_0001,2024-01-12 07:29:00.732403646,48.1,0.0,0.0,0.1027756950748016,0.0411102780299206,low_risk,[],0
txn_001072,user_0001,2024-01-15 07:12:26.936212919,37.4,0.0,0.0,0.0287811480515008,0.0115124592206003,low_risk,[],0
txn_001113,user_0001,2024-01-15 19:17:02.677237579,54.14,0.0,0.0,0.0936181012150471,0.0374472404860188,low_risk,[],0
txn_001302,user_0001,2024-01-18 06:30:39.677433630,45.05,0.0,0.0,0.1414432727037004,0.0565773090814801,low_risk,[],0
txn_001791,user_0001,2024-01-24 16:56:47.925848266,45.38,0.0,0.0,0.2555317582948024,0.1022127033179209,low_risk,[],0
txn_002008,user_0001,2024-01-27 11:21:38.728123213,34.52,0.0,0.0,0.0613868320746535,0.0245547328298614,low_risk,[],0
txn_002284,user_0001,2024-01-31 04:08:23.673306151,46.36,0.0,0.0,0.1539118101757895,0.0615647240703158,low_risk,[],0
txn_002296,user_0001,2024-01-31 07:35:55.565167409,49.47,0.1,0.0,0.2656881611598419,0.1412752644639367,low_risk,['increasing_sequence'],0
txn_002378,user_0001,2024-02-01 09:15:01.148263968,39.56,0.0,0.0,0.1608214011834882,0.0643285604733952,low_risk,[],0
txn_002390,user_0001,2024-02-01 15:32:20.354296145,37.83,0.0,0.0,0.1079568300997789,0.0431827320399115,low_risk,[],0
txn_002653,user_0001,2024-02-04 23:00:28.306846563,50.85,0.0,0.0,0.1427471470911857,0.0570988588364743,low_risk,[],0
txn_003092,user_0001,2024-02-10 16:16:46.083593511,40.65,0.0,0.0,0.1485871502372123,0.0594348600948849,low_risk,[],0
txn_003319,user_0001,2024-02-13 16:51:35.822429384,42.94,0.0,0.0,0.1760033413233351,0.070401336529334,low_risk,[],0
txn_003358,user_0001,2024-02-14 04:35:36.360566587,34.67,0.0,0.0,0.0351525978265977,0.0140610391306391,low_risk,[],0
txn_003394,user_0001,2024-02-14 16:28:12.489802053,40.68,0.0,0.0,0.367603427751251,0.1470413711005004,low_risk,[],0
txn_003412,user_0001,2024-02-14 23:04:05.235047647,41.07,0.1,0.0,0.328038263913916,0.1662153055655664,low_risk,['increasing_sequence'],0
txn_003544,user_0001,2024-02-16 20:24:26.029826744,543.11,0.6,0.6677408122738772,0.9999814778244542,0.776927794198251,high_risk,"['jump_from_previous', 'high_vs_average', 'increasing_sequence']",1
txn_003567,user_0001,2024-02-17 05:07:24.921436943,40.91,0.0,0.0,0.0055137460902093,0.0022054984360837,low_risk,[],0
txn_003709,user_0001,2024-02-19 05:31:42.812963003,30.32,0.0,0.0,0.0025148114931942,0.0010059245972776,low_risk,[],0
txn_003968,user_0001,2024-02-22 14:24:59.471288827,41.14,0.0,0.0,0.0028966134308216,0.0011586453723286,low_risk,[],0
txn_004128,user_0001,2024-02-24 18:56:29.041799925,49.68,0.1,0.0,0.0065351760673275,0.037614070426931,low_risk,['increasing_sequence'],0
txn_004235,user_0001,2024-02-26 07:27:23.403254165,30.61,0.0,0.0,0.0065723023535316,0.0026289209414126,low_risk,[],0
txn_000325,user_0002,2024-01-05 06:40:42.705214238,77.06,0.0,0.0,0.0184256446368086,0.0073702578547234,low_risk,[],0
txn_000334,user_0002,2024-01-05 10:38:35.030585277,81.75,0.0,0.0,0.0639740765671647,0.0255896306268659,low_risk,[],0
txn_000392,user_0002,2024-01-06 09:36:07.211177745,83.71,0.1,0.0,0.0789397660267216,0.0665759064106886,low_risk,['increasing_sequence'],0
txn_000544,user_0002,2024-01-08 04:57:33.506445576,79.46,0.0,0.0,0.1129067943760056,0.0451627177504022,low_risk,[],0
txn_000604,user_0002,2024-01-08 22:51:38.147652128,86.34,0.0,0.0,0.1085678401231612,0.0434271360492644,low_risk,[],0
txn_000787,user_0002,2024-01-11 04:23:17.920830938,67.94,0.0,0.0,0.0263061343177527,0.010522453727101,low_risk,[],0
txn_000954,user_0002,2024-01-13 16:57:06.895409352,88.79,0.0,0.0,0.0598088579153631,0.0239235431661452,low_risk,[],0
txn_001593,user_0002,2024-01-21 18:19:54.857938144,102.67,0.1,0.0,0.0898232679198456,0.0709293071679382,low_risk,['increasing_sequence'],0
txn_002031,user_0002,2024-01-27 20:14:44.025290295,76.57,0.0,0.0,0.0535828231312832,0.0214331292525133,low_risk,[],0
txn_002120,user_0002,2024-01-29 01:25:10.313501901,68.25,0.0,0.0,0.0024971829703423,0.0009988731881369,low_risk,[],0
txn_002373,user_0002,2024-02-01 07:51:36.481609934,63.24,0.0,0.0,0.0014717878975385,0.0005887151590154,low_risk,[],0
txn_002643,user_0002,2024-02-04 19:32:45.283595417,85.74,0.0,0.0,0.0289897894679034,0.0115959157871613,low_risk,[],0
txn_002878,user_0002,2024-02-07 20:30:47.848293443,109.1,0.1,0.0,0.140405549570456,0.0911622198281824,low_risk,['increasing_sequence'],0
txn_002913,user_0002,2024-02-08 07:23:35.663932415,70.38,0.0,0.0,0.0080508300209674,0.0032203320083869,low_risk,[],0
txn_003242,user_0002,2024-02-12 18:21:34.412458577,60.35,0.0,0.0,0.0011045389145317,0.0004418155658126,low_risk,[],0
txn_003519,user_0002,2024-02-16 11:09:38.788487419,79.26,0.0,0.0,0.0326817055891283,0.0130726822356513,low_risk,[],0
txn_003608,user_0002,2024-02-17 19:03:47.847297152,78.24,0.0,0.0,0.0413474122184443,0.0165389648873777,low_risk,[],0
txn_003737,user_0002,2024-02-19 15:14:47.823542378,85.35,0.0,0.0,0.0329469405449474,0.0131787762179789,low_risk,[],0
txn_004002,user_0002,2024-02-22 22:19:55.564585267,46.8,0.0,0.0,0.0025466805041922,0.0010186722016769,low_risk,[],0
txn_004468,user_0002,2024-02-29 09:20:42.790758064,766.33,0.5,0.6557940575813018,0.9999467184017954,0.7389272017560437,high_risk,"['jump_from_previous', 'high_vs_average']",1
txn_000001,user_0003,2024-01-01 00:49:05.182078368,48.43,0.0,0.0,0.028805221741264,0.0115220886965056,low_risk,[],0
txn_000134,user_0003,2024-01-02 22:17:40.871169975,43.09,0.0,0.0,0.0997611328112925,0.039904453124517,low_risk,[],0
txn_000417,user_0003,2024-01-06 17:04:12.198738873,21.27,0.0,0.0,0.0319597505661882,0.0127839002264753,low_risk,[],0
txn_000714,user_0003,2024-01-10 06:10:03.722143459,686.51,0.7,0.7689745589061961,0.9999467184017954,0.8372223270872672,high_risk,"['jump_from_previous', 'high_vs_average', 'high_share_of_total']",1
txn_000776,user_0003,2024-01-11 01:00:20.158155425,20.81,0.0,0.0,0.0014762695120674,0.0005905078048269,low_risk,[],0
txn_000980,user_0003,2024-01-14 00:21:33.180625206,48.9,0.0,0.0131186929360884,0.0176924701721879,0.0103566613028972,low_risk,[],0
txn_001957,user_0003,2024-01-26 22:00:06.306626498,42.33,0.0,0.0,0.0035243585886473,0.0014097434354589,low_risk,[],0
txn_002600,user_0003,2024-02-04 04:46:31.372231466,55.99,0.0,0.0,0.0086126003762029,0.0034450401504811,low_risk,[],0
txn_003343,user_0003,2024-02-14 00:11:30.039474349,18.58,0.0,0.0,0.0006435879793687,0.0002574351917474,low_risk,[],0
txn_003497,user_0003,2024-02-16 03:42:33.541449980,58.3,0.0,0.0426668460710441,0.0304924268976964,0.0228636822768395,low_risk,[],0
txn_004245,user_0003,2024-02-26 11:08:59.460220191,58.73,0.1,0.0,0.0013784671955039,0.0355513868782015,low_risk,['increasing_sequence'],0
txn_000089,user_0004,2024-01-02 06:27:52.763218353,219.47,0.0,0.0,0.0322795627753481,0.0129118251101392,low_risk,[],0
txn_000580,user_0004,2024-01-08 15:12:19.386447236,284.2,0.0,0.0,0.0725196621236728,0.0290078648494691,low_risk,[],0
txn_000821,user_0004,2024-01-11 14:52:55.315253032,331.72,0.1,0.0,0.094372858289346,0.0727491433157384,low_risk,['increasing_sequence'],0
txn_000863,user_0004,2024-01-12 07:44:44.096789917,127.72,0.0,0.0,0.0001973388377928,7.893553511713614e-05,low_risk,[],0
txn_001037,user_0004,2024-01-14 16:07:46.605489890,362.55,0.0,0.0314486767929846,0.1805221146593394,0.0800710150619819,low_risk,[],0
txn_001421,user_0004,2024-01-19 23:33:37.794833531,268.71,0.0,0.0,0.0317213231375128,0.0126885292550051,low_risk,[],0
txn_001442,user_0004,2024-01-20 06:01:26.783964299,301.2,0.0,0.0,0.0166178020582315,0.0066471208232926,low_risk,[],0
txn_001507,user_0004,2024-01-20 20:10:29.552169891,264.17,0.0,0.0,0.0315908796845586,0.0126363518738234,low_risk,[],0
txn_001521,user_0004,2024-01-21 00:18:42.818863794,192.98,0.0,0.0,0.0007577923176081,0.0003031169270432,low_risk,[],0
txn_001851,user_0004,2024-01-25 11:59:06.549329414,155.51,0.0,0.0,0.0001973388377928,7.893553511713614e-05,low_risk,[],0
txn_002025,user_0004,2024-01-27 18:38:47.643201009,395.68,0.0,0.0204150858465693,0.2081089194972694,0.0883473392605501,low_risk,[],0
txn_002297,user_0004,2024-01-31 07:55:26.615547035,108.57,0.0,0.0,4.987704447546021e-05,1.995081779018409e-05,low_risk,[],0
txn_002483,user_0004,2024-02-02 20:05:14.248806070,206.3,0.0,0.0,0.0008769757738115,0.0003507903095246,low_risk,[],0
txn_002519,user_0004,2024-02-03 05:43:58.156234599,76.66,0.0,0.0,4.987704447546021e-05,1.995081779018409e-05,low_risk,[],0
txn_002561,user_0004,2024-02-03 15:31:09.909729471,261.17,0.0,0.052757304983042,0.0605489315471523,0.0374088988646214,low_risk,[],0
txn_002908,user_0004,2024-02-08 04:48:18.731086130,289.86,0.1,0.0,0.0310089244845232,0.0474035697938093,low_risk,['increasing_sequence'],0
txn_002997,user_0004,2024-02-09 08:27:24.911335045,149.46,0.0,0.0,0.0001973388377928,7.893553511713614e-05,low_risk,[],0
txn_003411,user_0004,2024-02-14 22:48:38.831523723,222.22,0.0,0.0,0.0057932807785839,0.0023173123114335,low_risk,[],0
txn_003454,user_0004,2024-02-15 13:27:04.262516056,282.35,0.1,0.0,0.0295189696938112,0.0468075878775245,low_risk,['increasing_sequence'],0
txn_003850,user_0004,2024-02-21 00:45:00.236328318,2500.8,0.6,0.6200172827702561,0.994832430008223,0.7629372926958533,high_risk,"['jump_from_previous', 'high_vs_average', 'increasing_sequence']",1
txn_000049,user_0005,2024-01-01 17:21:16.857874556,27.35,0.0,0.0,0.0158501866356044,0.0063400746542417,low_risk,[],0
txn_000339,user_0005,2024-01-05 12:01:29.721310395,41.26,0.0,0.0,0.06979062230899,0.027916248923596,low_risk,[],0
txn_000350,user_0005,2024-01-05 16:32:41.429165852,245.76,0.6,0.4230184511607827,0.9998495767475376,0.7156944434892107,high_risk,"['jump_from_previous', 'high_vs_average', 'increasing_sequence']",1
txn_000710,user_0005,2024-01-10 05:09:17.574782417,25.1,0.0,0.0,0.0248622491081935,0.0099448996432774,low_risk,[],0
txn_000810,user_0005,2024-01-11 11:43:21.490231898,31.43,0.0,0.0,0.0317492737846432,0.0126997095138573,low_risk,[],0
txn_000991,user_0005,2024-01-14 04:11:40.605975641,12.78,0.0,0.0,0.017631195479609,0.0070524781918436,low_risk,[],0
txn_001397,user_0005,2024-01-19 17:35:18.790828053,24.49,0.0,0.0,0.025015715151549,0.0100062860606196,low_risk,[],0
txn_001689,user_0005,2024-01-23 03:20:36.660308988,23.51,0.0,0.0,0.0240815801758499,0.0096326320703399,low_risk,[],0
txn_001880,user_0005,2024-01-26 00:50:42.713507429,32.67,0.0,0.0,0.0427795689609938,0.0171118275843975,low_risk,[],0
txn_002138,user_0005,2024-01-29 08:21:17.624494306,25.29,0.0,0.0,0.036202066609668,0.0144808266438672,low_risk,[],0
txn_002326,user_0005,2024-01-31 14:09:20.617639743,38.1,0.0,0.0,0.0544783804501004,0.0217913521800401,low_risk,[],0
txn_002499,user_0005,2024-02-03 00:27:57.053536562,28.31,0.0,0.0,0.04549888032305,0.01819955212922,low_risk,[],0
txn_002608,user_0005,2024-02-04 07:27:08.806285429,25.41,0.0,0.0,0.0275459526807671,0.0110183810723068,low_risk,[],0
txn_002803,user_0005,2024-02-06 19:54:45.678113916,28.72,0.0,0.0,0.0304259660105709,0.0121703864042283,low_risk,[],0
txn_002808,user_0005,2024-02-06 21:13:15.281872090,32.61,0.1,0.0,0.0627033148081652,0.060081325923266,low_risk,['increasing_sequence'],0
txn_003331,user_0005,2024-02-13 18:53:03.496355017,27.13,0.0,0.0,0.0244416108348165,0.0097766443339266,low_risk,[],0
txn_003340,user_0005,2024-02-13 23:41:57.276116683,28.14,0.0,0.0,0.0395113387476741,0.0158045354990696,low_risk,[],0
txn_003370,user_0005,2024-02-14 09:16:07.817718923,44.57,0.1,0.0,0.2318330523528429,0.1277332209411371,low_risk,['increasing_sequence'],0
txn_003467,user_0005,2024-02-15 18:44:52.034490662,15.13,0.0,0.0,0.0340135153942902,0.0136054061577161,low_risk,[],0
txn_003844,user_0005,2024-02-20 22:31:44.142887243,43.57,0.0,0.0329890945142101,0.1624367671601489,0.0732219804926121,low_risk,[],0
txn_003848,user_0005,2024-02-20 23:41:47.201421307,26.06,0.0,0.0,0.0430054745761807,0.0172021898304723,low_risk,[],0
txn_004104,user_0005,2024-02-24 08:29:57.102351363,28.59,0.0,0.0,0.0370410199921346,0.0148164079968538,low_risk,[],0
txn_004178,user_0005,2024-02-25 11:56:45.458512805,32.28,0.1,0.0,0.0492796758320308,0.0547118703328123,low_risk,['increasing_sequence'],0
txn_004295,user_0005,2024-02-27 02:46:38.847779427,24.05,0.0,0.0,0.0147021318409428,0.0058808527363771,low_risk,[],0
txn_004383,user_0005,2024-02-28 04:01:13.298033446,35.13,0.0,0.0,0.0880799612568977,0.0352319845027591,low_risk,[],0
txn_004386,user_0005,2024-02-28 05:05:24.952202069,38.57,0.1,0.0,0.1457209435278542,0.0932883774111417,low_risk,['increasing_sequence'],0
txn_004390,user_0005,2024-02-28 05:49:21.475641169,33.15,0.0,0.0,0.2353576925476655,0.0941430770190662,low_risk,[],0
txn_000069,user_0006,2024-01-01 23:22:18.685679371,72.58,0.0,0.0,0.0184256446368086,0.0073702578547234,low_risk,[],0
txn_000219,user_0006,2024-01-04 02:28:44.212798571,55.2,0.0,0.0,0.0115919425416927,0.0046367770166771,low_risk,[],0
txn_000397,user_0006,2024-01-06 10:36:37.955410397,66.76,0.0,0.0,0.0592993894960765,0.0237197557984306,low_risk,[],0
txn_000597,user_0006,2024-01-08 20:31:36.082167451,49.11,0.0,0.0,0.0211058985182157,0.0084423594072862,low_risk,[],0
txn_001166,user_0006,2024-01-16 12:43:23.943438680,68.65,0.0,0.0,0.1080637174977455,0.0432254869990982,low_risk,[],0
txn_001199,user_0006,2024-01-16 22:45:55.998417940,51.46,0.0,0.0,0.0734180529522271,0.0293672211808908,low_risk,[],0
txn_001264,user_0006,2024-01-17 18:27:42.544587863,49.11,0.0,0.0,0.0526014686056797,0.0210405874422719,low_risk,[],0
txn_001469,user_0006,2024-01-20 10:25:04.145936791,60.29,0.0,0.0,0.083440466360811,0.0333761865443244,low_risk,[],0
txn_001535,user_0006,2024-01-21 04:15:05.744935443,67.06,0.1,0.0,0.1179310292408634,0.0821724116963454,low_risk,['increasing_sequence'],0
txn_001761,user_0006,2024-01-24 09:26:27.006635605,88.38,0.1,0.0,0.1441900017418885,0.0926760006967554,low_risk,['increasing_sequence'],0
txn_001910,user_0006,2024-01-26 10:03:48.144934336,59.79,0.0,0.0,0.0829223579561588,0.0331689431824635,low_risk,[],0
txn_002034,user_0006,2024-01-27 21:29:00.206006608,40.79,0.0,0.0,0.0086942491324137,0.0034776996529654,low_risk,[],0
txn_002057,user_0006,2024-01-28 03:36:41.117022407,48.1,0.0,0.0,0.0092575938416811,0.0037030375366724,low_risk,[],0
txn_002152,user_0006,2024-01-29 11:49:21.520290049,62.03,0.1,0.0,0.0502796268901947,0.0551118507560778,low_risk,['increasing_sequence'],0
txn_002167,user_0006,2024-01-29 18:54:35.438282715,56.09,0.0,0.0,0.0455067622236182,0.0182027048894472,low_risk,[],0
txn_002279,user_0006,2024-01-31 03:28:28.958982785,58.92,0.0,0.0,0.0505773735834505,0.0202309494333802,low_risk,[],0
txn_002292,user_0006,2024-01-31 05:51:07.291630632,569.68,0.6,0.616656143443001,0.9999814778244542,0.764156626990532,high_risk,"['jump_from_previous', 'high_vs_average', 'increasing_sequence']",1
txn_002293,user_0006,2024-01-31 06:32:42.522625210,39.08,0.0,0.0,0.0001529177115249,6.116708460996578e-05,low_risk,[],0
txn_002402,user_0006,2024-02-01 20:14:29.540856253,59.82,0.0,0.0,0.0034143165931562,0.0013657266372625,low_risk,[],0
txn_003807,user_0006,2024-02-20 13:25:21.558987128,59.79,0.0,0.0,0.0012394765397603,0.0004957906159041,low_risk,[],0
txn_003881,user_0006,2024-02-21 07:53:04.283958298,49.92,0.0,0.0,0.002486173093217,0.0009944692372868,low_risk,[],0
txn_003895,user_0006,2024-02-21 13:43:27.624739541,47.48,0.0,0.0,0.0020598564738901,0.000823942589556,low_risk,[],0
txn_004200,user_0006,2024-02-25 19:21:07.011792643,69.67,0.0,0.0,0.0177123753903241,0.0070849501561296,low_risk,[],0
txn_004266,user_0006,2024-02-26 17:23:59.511528693,54.47,0.0,0.0,0.0020593184085197,0.0008237273634079,low_risk,[],0
txn_004391,user_0006,2024-02-28 06:26:04.626943268,64.01,0.0,0.0,0.0013023355276687,0.0005209342110675,low_risk,[],0
txn_004422,user_0006,2024-02-28 16:23:09.146164889,60.59,0.0,0.0,0.0014717878975385,0.0005887151590154,low_risk,[],0
txn_004460,user_0006,2024-02-29 06:12:44.369169498,60.21,0.0,0.0,0.0084313144808627,0.0033725257923451,low_risk,[],0
txn_000141,user_0007,2024-01-03 01:13:06.066252100,16.91,0.0,0.0,0.0196234773777106,0.0078493909510842,low_risk,[],0
txn_000178,user_0007,2024-01-03 13:08:22.027460861,26.31,0.0,0.0,0.0410720558279687,0.0164288223311875,low_risk,[],0
txn_000408,user_0007,2024-01-06 14:18:36.373201312,17.77,0.0,0.0,0.0490414485067605,0.0196165794027042,low_risk,[],0
txn_000430,user_0007,2024-01-06 20:57:06.924633832,15.28,0.0,0.0,0.0439653245314371,0.0175861298125748,low_risk,[],0
txn_000701,user_0007,2024-01-10 02:35:40.184280661,25.0,0.0,0.0,0.0464064645151374,0.0185625858060549,low_risk,[],0
txn_001157,user_0007,2024-01-16 10:36:58.070877877,27.43,0.1,0.0,0.0808722659986775,0.067348906399471,low_risk,['increasing_sequence'],0
txn_001195,user_0007,2024-01-16 21:54:26.556487542,35.96,0.1,0.0,0.3687048302038674,0.1824819320815469,low_risk,['increasing_sequence'],0
txn_001222,user_0007,2024-01-17 05:17:27.591215280,15.75,0.0,0.0,0.1278552694548745,0.0511421077819498,low_risk,[],0
txn_001249,user_0007,2024-01-17 13:19:49.197139575,25.53,0.0,0.0,0.1214605844377047,0.0485842337750818,low_risk,[],0
txn_001494,user_0007,2024-01-20 16:02:35.224077623,20.75,0.0,0.0,0.1345857399410418,0.0538342959764167,low_risk,[],0
txn_001617,user_0007,2024-01-22 02:46:44.824631056,15.0,0.0,0.0,0.0560468494444901,0.022418739777796,low_risk,[],0
txn_001776,user_0007,2024-01-24 13:32:18.302735487,21.32,0.0,0.0,0.174428071467257,0.0697712285869028,low_risk,[],0
txn_001866,user_0007,2024-01-25 20:24:56.271936404,37.18,0.1,0.0,0.6370165892280292,0.2898066356912117,low_risk,['increasing_sequence'],1
txn_001883,user_0007,2024-01-26 01:33:01.196504960,52.06,0.1,0.0127252739931376,0.9651220980889906,0.4242301577338807,medium_risk,['increasing_sequence'],1
txn_001914,user_0007,2024-01-26 12:08:52.044248116,70.65,0.1,0.0403974449964513,0.9926900177736796,0.4421753683585847,medium_risk,['increasing_sequence'],1
txn_001922,user_0007,2024-01-26 13:23:53.481589810,92.96,0.1,0.064861669425396,0.9881238045032406,0.4464649391576452,medium_risk,['increasing_sequence'],1
txn_002033,user_0007,2024-01-27 21:25:52.197968925,9.91,0.0,0.0,0.0390363336469678,0.0156145334587871,low_risk,[],0
txn_002280,user_0007,2024-01-31 03:37:02.463753397,16.36,0.0,0.0,0.0386065801088999,0.0154426320435599,low_risk,[],0
txn_002282,user_0007,2024-01-31 03:51:29.619742810,18.23,0.1,0.0,0.0441673483789619,0.0526669393515847,low_risk,['increasing_sequence'],0
txn_002744,user_0007,2024-02-06 03:28:14.752026065,21.98,0.1,0.0,0.0765518768685134,0.0656207507474053,low_risk,['increasing_sequence'],0
txn_002999,user_0007,2024-02-09 08:58:14.495776323,23.0,0.1,0.0,0.090317987674389,0.0711271950697556,low_risk,['increasing_sequence'],0
txn_003500,user_0007,2024-02-16 04:55:50.282935579,17.8,0.0,0.0,0.040827767880251,0.0163311071521004,low_risk,[],0
txn_003501,user_0007,2024-02-16 05:04:09.145918644,9.0,0.0,0.0,0.0331016126258075,0.013240645050323,low_risk,[],0
txn_003621,user_0007,2024-02-17 22:52:51.625880542,9.72,0.0,0.0,0.0301717621027,0.01206870484108,low_risk,[],0
txn_003886,user_0007,2024-02-21 09:52:44.271695501,17.23,0.1,0.0,0.0287162460234056,0.0464864984093622,low_risk,['increasing_sequence'],0
txn_003979,user_0007,2024-02-22 18:21:10.426400159,23.24,0.1,0.0,0.1292541558646084,0.0867016623458433,low_risk,['increasing_sequence'],0
txn_004059,user_0007,2024-02-23 14:59:24.379265155,14.1,0.0,0.0,0.0513883413706269,0.0205553365482507,low_risk,[],0
txn_004491,user_0007,2024-02-29 15:44:51.424782458,21.02,0.0,0.0,0.0525871174188211,0.0210348469675284,low_risk,[],0
txn_000152,user_0008,2024-01-03 04:27:34.134420067,120.12,0.0,0.0,0.010492396756456,0.0041969587025824,low_risk,[],0
txn_000264,user_0008,2024-01-04 12:33:17.645674376,74.14,0.0,0.0,0.0034028628566489,0.0013611451426595,low_risk,[],0
txn_000402,user_0008,2024-01-06 13:36:39.794193017,1401.09,0.5,0.6428094472176813,0.9999467184017954,0.7356810491651384,high_risk,"['jump_from_previous', 'high_vs_average']",1
txn_000573,user_0008,2024-01-08 14:15:06.698370610,105.19,0.0,0.0,0.0001973388377928,7.893553511713614e-05,low_risk,[],0
txn_000977,user_0008,2024-01-13 23:25:40.101990506,139.43,0.0,0.0,0.0006121629583958,0.0002448651833583,low_risk,[],0
txn_001590,user_0008,2024-01-21 17:21:07.510190646,71.37,0.0,0.0,4.987704447546021e-05,1.995081779018409e-05,low_risk,[],0
txn_001720,user_0008,2024-01-23 17:34:11.485707810,91.43,0.0,0.0,0.000244913975389,9.79655901556054e-05,low_risk,[],0
txn_001942,user_0008,2024-01-26 17:54:08.549696627,88.21,0.0,0.0,0.000322632231412,0.0001290528925648,low_risk,[],0
txn_002079,user_0008,2024-01-28 12:03:42.693381281,80.63,0.0,0.0,0.0001751704380946,7.006817523787223e-05,low_risk,[],0
txn_002314,user_0008,2024-01-31 11:03:17.554841856,125.05,0.0,0.0,0.0006127674578541,0.0002451069831416,low_risk,[],0
txn_002372,user_0008,2024-02-01 07:39:04.911587974,76.85,0.0,0.0,4.987704447546021e-05,1.995081779018409e-05,low_risk,[],0
txn_002416,user_0008,2024-02-02 00:49:26.800032781,113.93,0.0,0.0,0.0004917781962443,0.0001967112784977,low_risk,[],0
txn_002533,user_0008,2024-02-03 08:54:50.498599739,45.85,0.0,0.0,4.987704447546021e-05,1.995081779018409e-05,low_risk,[],0
txn_002569,user_0008,2024-02-03 17:17:35.561711507,111.12,0.0,0.0158833151581243,0.0114643047575828,0.0085565506925642,low_risk,[],0
txn_002678,user_0008,2024-02-05 06:01:41.049409477,128.02,0.1,0.0,0.0006898812144189,0.0352759524857675,low_risk,['increasing_sequence'],0
