transaction_id,user_id,transaction_time,amount,transaction_type,merchant_id,country,device_id,is_anomaly
txn_000043,user_0070,2024-01-01 14:45:11.948227957,162.57,purchase,mrc_6688,JP,dev_490400,0
txn_000044,user_0051,2024-01-01 14:58:23.758228568,51.33,purchase,mrc_5639,GB,dev_971478,0
txn_000045,user_0194,2024-01-01 14:59:26.749175098,60.16,payment,mrc_5951,US,dev_530563,0
txn_000046,user_0123,2024-01-01 15:34:30.843212516,65.64,payment,mrc_5989,FR,dev_491106,0
txn_000047,user_0149,2024-01-01 16:25:49.415561347,63.54,withdrawal,mrc_6628,DE,dev_777095,0
txn_000048,user_0127,2024-01-01 17:05:00.531437249,54.66,purchase,mrc_8087,US,dev_457768,0
txn_000049,user_0005,2024-01-01 17:21:16.857874556,27.35,payment,mrc_1874,BR,dev_528133,0
txn_000050,user_0014,2024-01-01 17:28:58.430379873,38.9,transfer,mrc_7493,FR,dev_504424,0
txn_000051,user_0069,2024-01-01 17:45:50.676504682,18.61,payment,mrc_1720,FR,dev_858651,0
txn_000052,user_0063,2024-01-01 18:03:02.526973214,43.74,purchase,mrc_6633,GB,dev_321655,0
txn_000053,user_0190,2024-01-01 18:10:09.485375942,302.58,purchase,mrc_7343,NL,dev_800230,0
txn_000054,user_0134,2024-01-01 18:40:23.807343345,98.96,purchase,mrc_6489,US,dev_224788,0
txn_000055,user_0145,2024-01-01 18:43:54.304795974,163.74,purchase,mrc_9036,BR,dev_839106,0
txn_000056,user_0096,2024-01-01 19:15:21.138096886,30.51,purchase,mrc_1437,IN,dev_531876,0
txn_000057,user_0157,2024-01-01 19:32:27.340798251,56.5,purchase,mrc_5725,DE,dev_319870,0
txn_000058,user_0108,2024-01-01 19:54:38.722447081,64.5,withdrawal,mrc_2605,US,dev_423684,0
txn_000059,user_0123,2024-01-01 20:14:14.318177726,54.61,purchase,mrc_2320,FR,dev_491106,0
txn_000060,user_0033,2024-01-01 20:17:46.642074260,206.25,purchase,mrc_3868,IT,dev_422074,0
txn_000061,user_0157,2024-01-01 20:40:38.113762893,64.75,purchase,mrc_4215,DE,dev_319870,0
txn_000062,user_0181,2024-01-01 21:04:25.677964577,40.48,purchase,mrc_2852,US,dev_801882,0
txn_000063,user_0108,2024-01-01 21:30:33.118879156,58.51,withdrawal,mrc_9278,US,dev_423684,0
txn_000064,user_0066,2024-01-01 21:33:53.541175303,41.35,purchase,mrc_2076,DE,dev_768422,0
txn_000065,user_0185,2024-01-01 21:46:20.570292556,84.45,purchase,mrc_2645,ES,dev_494056,0
txn_000066,user_0162,2024-01-01 22:11:56.441790782,156.82,purchase,mrc_8205,DE,dev_495721,0
txn_000067,user_0145,2024-01-01 23:07:14.984945277,132.36,purchase,mrc_5420,BR,dev_839106,0
txn_000068,user_0112,2024-01-01 23:19:15.721007561,114.07,withdrawal,mrc_4394,IN,dev_647866,0
txn_000069,user_0006,2024-01-01 23:22:18.685679371,72.58,purchase,mrc_8081,US,dev_824287,0
txn_000070,user_0025,2024-01-01 23:44:50.686540137,28.6,purchase,mrc_8870,BR,dev_336214,0
txn_000071,user_0191,2024-01-02 00:10:37.002799467,76.45,transfer,mrc_4365,US,dev_830909,0
txn_000072,user_0041,2024-01-02 00:13:45.669086643,32.87,transfer,mrc_8636,FR,dev_793260,0
txn_000073,user_0079,2024-01-02 00:54:07.038566235,45.39,purchase,mrc_2997,FR,dev_392734,0
txn_000074,user_0104,2024-01-02 01:24:56.949465659,46.61,purchase,mrc_3458,ES,dev_626174,0
txn_000075,user_0175,2024-01-02 01:31:12.814214592,67.33,purchase,mrc_9125,CA,dev_530674,0
txn_000076,user_0091,2024-01-02 01:38:42.970402772,33.16,purchase,mrc_9637,DE,dev_225701,0
txn_000077,user_0061,2024-01-02 01:55:47.556950785,122.74,withdrawal,mrc_9541,IT,dev_350267,0
txn_000078,user_0111,2024-01-02 02:10:26.888747892,219.08,purchase,mrc_3871,DE,dev_824486,0
txn_000079,user_0086,2024-01-02 03:40:19.914821476,52.06,transfer,mrc_8925,US,dev_547224,0
txn_000080,user_0032,2024-01-02 03:56:41.484160986,45.77,payment,mrc_3230,IT,dev_966352,0
txn_000081,user_0036,2024-01-02 03:58:07.733296510,30.77,purchase,mrc_6140,GB,dev_305262,0
txn_000082,user_0195,2024-01-02 04:11:57.035323126,68.61,purchase,mrc_2634,FR,dev_495433,0
txn_000083,user_0076,2024-01-02 04:21:35.529055319,53.6,purchase,mrc_6609,FR,dev_986288,0
txn_000084,user_0160,2024-01-02 04:37:33.164537014,137.69,purchase,mrc_3933,BR,dev_932446,0
txn_000085,user_0185,2024-01-02 04:38:42.754267026,100.39,purchase,mrc_2670,ES,dev_494056,0
txn_000086,user_0029,2024-01-02 05:00:28.940238386,88.88,withdrawal,mrc_6371,GB,dev_964255,0
txn_000087,user_0037,2024-01-02 05:10:21.411931995,34.1,purchase,mrc_4636,US,dev_183988,0
txn_000088,user_0196,2024-01-02 05:43:19.592448242,58.83,purchase,mrc_4289,GB,dev_520735,0
txn_000089,user_0004,2024-01-02 06:27:52.763218353,219.47,purchase,mrc_7177,DE,dev_168708,0
txn_000090,user_0072,2024-01-02 07:23:55.968014215,24.46,purchase,mrc_7916,CN,dev_152297,0
txn_000091,user_0161,2024-01-02 07:26:52.982103470,56.58,purchase,mrc_1929,US,dev_689131,0
txn_000092,user_0176,2024-01-02 07:29:59.654163963,58.9,purchase,mrc_8511,US,dev_354405,0
txn_000093,user_0141,2024-01-02 07:57:28.258959390,28.51,transfer,mrc_9445,IT,dev_998747,0
txn_000094,user_0061,2024-01-02 08:25:37.676903359,145.57,withdrawal,mrc_4678,IT,dev_350267,0
txn_000095,user_0133,2024-01-02 08:26:37.822766219,63.97,purchase,mrc_8839,NL,dev_254947,0
txn_000096,user_0117,2024-01-02 08:46:49.205953051,122.38,transfer,mrc_5880,CN,dev_768665,0
txn_000097,user_0185,2024-01-02 09:09:08.648151011,82.96,purchase,mrc_6878,ES,dev_494056,0
txn_000098,user_0108,2024-01-02 09:31:20.832003999,85.66,purchase,mrc_9212,US,dev_423684,0
txn_000099,user_0196,2024-01-02 09:59:07.279345714,93.23,purchase,mrc_4289,GB,dev_520735,0
txn_000100,user_0140,2024-01-02 11:03:27.262020529,87.89,purchase,mrc_5054,RU,dev_644420,0
txn_000101,user_0038,2024-01-02 11:15:22.160568092,103.16,purchase,mrc_5824,RU,dev_665036,0
txn_000102,user_0093,2024-01-02 11:22:06.271214127,19.51,purchase,mrc_5414,NL,dev_145864,0
txn_000103,user_0027,2024-01-02 11:40:48.504837717,60.25,purchase,mrc_4752,FR,dev_934751,0
txn_000104,user_0099,2024-01-02 12:21:45.761106928,139.37,purchase,mrc_9268,RU,dev_104267,0
txn_000105,user_0044,2024-01-02 12:45:57.043725726,15.35,payment,mrc_8155,BR,dev_176043,0
txn_000106,user_0176,2024-01-02 12:48:48.924722353,24.22,payment,mrc_8511,US,dev_354405,0
txn_000107,user_0124,2024-01-02 12:56:14.353567321,102.12,purchase,mrc_6943,GB,dev_327865,0
txn_000108,user_0094,2024-01-02 13:14:30.694681814,77.33,purchase,mrc_5572,CN,dev_246312,0
txn_000109,user_0049,2024-01-02 13:20:01.566423454,28.93,withdrawal,mrc_9878,FR,dev_756716,0
txn_000110,user_0080,2024-01-02 13:24:27.670762971,32.76,payment,mrc_9577,US,dev_149548,0
txn_000111,user_0104,2024-01-02 14:24:27.646166213,54.28,purchase,mrc_3458,ES,dev_626174,0
txn_000112,user_0089,2024-01-02 14:31:00.973537885,93.6,purchase,mrc_6713,GB,dev_154564,0
txn_000113,user_0195,2024-01-02 14:42:34.648553445,95.81,purchase,mrc_3081,FR,dev_495433,0
txn_000114,user_0054,2024-01-02 15:19:56.382897368,73.07,purchase,mrc_1049,IT,dev_228719,0
txn_000115,user_0054,2024-01-02 15:40:06.868774908,65.64,purchase,mrc_8379,IT,dev_228719,0
txn_000116,user_0056,2024-01-02 15:50:11.113818321,26.59,purchase,mrc_2396,PL,dev_136136,0
txn_000117,user_0059,2024-01-02 16:25:14.941761952,91.69,purchase,mrc_5870,US,dev_323460,0
txn_000118,user_0180,2024-01-02 16:46:06.039110392,15.59,purchase,mrc_1696,DE,dev_275394,0
txn_000119,user_0179,2024-01-02 17:15:50.780839812,21.77,purchase,mrc_9745,ES,dev_449253,0
txn_000120,user_0031,2024-01-02 17:51:47.247851043,136.87,purchase,mrc_7779,GB,dev_400819,0
txn_000121,user_0095,2024-01-02 18:02:35.200799939,26.46,withdrawal,mrc_3902,CN,dev_540551,0
txn_000122,user_0038,2024-01-02 18:40:11.696901611,88.98,payment,mrc_2210,RU,dev_665036,0
txn_000123,user_0193,2024-01-02 19:11:20.000266959,221.47,purchase,mrc_8525,JP,dev_754885,0
txn_000124,user_0034,2024-01-02 19:53:33.032902182,28.71,withdrawal,mrc_5100,GB,dev_379300,0
txn_000125,user_0093,2024-01-02 19:55:38.317564273,23.93,purchase,mrc_3718,NL,dev_145864,0
txn_000126,user_0053,2024-01-02 20:09:37.616357531,36.1,withdrawal,mrc_5079,JP,dev_877098,0
txn_000127,user_0077,2024-01-02 20:31:39.736547454,25.6,purchase,mrc_9727,FR,dev_803803,0
txn_000128,user_0029,2024-01-02 20:45:40.389161629,101.9,transfer,mrc_5996,GB,dev_964255,0
txn_000129,user_0043,2024-01-02 20:51:51.723325459,155.03,purchase,mrc_7530,IT,dev_672596,0
txn_000130,user_0048,2024-01-02 21:02:21.270608596,70.24,purchase,mrc_2151,US,dev_786278,0
txn_000131,user_0113,2024-01-02 21:07:51.958927890,52.43,purchase,mrc_7544,GB,dev_454695,0
txn_000132,user_0161,2024-01-02 21:22:10.665976352,39.51,purchase,mrc_1929,US,dev_689131,0
txn_000133,user_0174,2024-01-02 21:38:58.129379201,57.54,purchase,mrc_8956,US,dev_624267,0
txn_000134,user_0003,2024-01-02 22:17:40.871169975,43.09,transfer,mrc_7689,FR,dev_973627,0
txn_000135,user_0014,2024-01-02 22:17:42.464201309,47.98,purchase,mrc_8277,FR,dev_504424,0
txn_000136,user_0160,2024-01-02 22:19:38.733805813,91.38,withdrawal,mrc_9806,BR,dev_932446,0
txn_000137,user_0023,2024-01-02 23:19:46.002661375,89.08,withdrawal,mrc_7736,CA,dev_236385,0
txn_000138,user_0066,2024-01-03 00:05:58.368520532,66.64,payment,mrc_3154,DE,dev_768422,0
txn_000139,user_0079,2024-01-03 00:08:12.373098512,33.85,purchase,mrc_3176,FR,dev_392734,0
txn_000140,user_0011,2024-01-03 00:47:02.490019012,40.25,payment,mrc_2370,FR,dev_250275,0
txn_000141,user_0007,2024-01-03 01:13:06.066252100,16.91,purchase,mrc_3209,ES,dev_133536,0
txn_000142,user_0142,2024-01-03 01:13:21.783302301,55.42,purchase,mrc_5557,US,dev_811663,0
txn_000143,user_0016,2024-01-03 01:38:17.626845042,65.81,purchase,mrc_2576,GB,dev_694538,0
txn_000144,user_0124,2024-01-03 02:31:26.309967533,99.41,payment,mrc_5757,GB,dev_327865,0
txn_000145,user_0143,2024-01-03 02:33:06.519206195,40.46,purchase,mrc_1285,CA,dev_121390,0
txn_000146,user_0104,2024-01-03 02:37:25.134956712,56.97,transfer,mrc_3458,ES,dev_626174,0
txn_000147,user_0168,2024-01-03 02:38:59.977258696,16.68,purchase,mrc_3432,ES,dev_807983,0
txn_000148,user_0106,2024-01-03 03:03:14.222401779,38.82,purchase,mrc_6101,DE,dev_776495,0
txn_000149,user_0089,2024-01-03 03:03:38.040503299,95.36,purchase,mrc_6264,GB,dev_154564,0
txn_000150,user_0062,2024-01-03 03:09:47.095062452,37.55,purchase,mrc_6151,GB,dev_385336,0
txn_000151,user_0030,2024-01-03 03:52:33.117039205,63.14,purchase,mrc_7644,IT,dev_263321,0
txn_000152,user_0008,2024-01-03 04:27:34.134420067,120.12,purchase,mrc_1815,IT,dev_701561,0
txn_000153,user_0171,2024-01-03 04:31:21.372332466,25.88,payment,mrc_7573,GB,dev_735490,0
txn_000154,user_0074,2024-01-03 05:03:58.386522515,26.45,payment,mrc_4049,IT,dev_452352,0
txn_000155,user_0074,2024-01-03 05:04:11.854589759,37.42,purchase,mrc_2724,IT,dev_452352,0
txn_000156,user_0022,2024-01-03 05:43:36.555816776,169.17,purchase,mrc_6712,GB,dev_282464,0
txn_000157,user_0059,2024-01-03 05:45:43.358744116,45.96,purchase,mrc_5870,US,dev_323460,0
txn_000158,user_0161,2024-01-03 06:19:20.501752881,28.95,purchase,mrc_2951,US,dev_689131,0
txn_000159,user_0174,2024-01-03 06:42:21.080562498,66.44,transfer,mrc_8956,US,dev_624267,0
txn_000160,user_0087,2024-01-03 06:44:55.012328760,32.06,payment,mrc_3560,ES,dev_408962,0
txn_000161,user_0187,2024-01-03 06:50:56.022007708,34.62,purchase,mrc_3491,FR,dev_943069,0
txn_000162,user_0056,2024-01-03 07:02:40.708345728,31.43,payment,mrc_6669,PL,dev_136136,0
txn_000163,user_0187,2024-01-03 07:35:10.718770275,26.61,purchase,mrc_1890,FR,dev_943069,0
txn_000164,user_0130,2024-01-03 07:43:10.063391681,62.36,purchase,mrc_4547,GB,dev_425066,0
txn_000165,user_0023,2024-01-03 07:45:37.964771116,85.43,purchase,mrc_9040,CA,dev_236385,0
txn_000166,user_0089,2024-01-03 07:57:59.454618044,106.81,purchase,mrc_3255,GB,dev_154564,0
txn_000167,user_0130,2024-01-03 08:00:09.627256967,96.18,purchase,mrc_6055,GB,dev_425066,0
txn_000168,user_0079,2024-01-03 08:02:44.031597596,42.79,transfer,mrc_3176,FR,dev_392734,0
txn_000169,user_0154,2024-01-03 08:25:58.836779338,63.83,withdrawal,mrc_4260,NL,dev_343626,0
txn_000170,user_0089,2024-01-03 09:03:47.723400427,100.65,purchase,mrc_6713,GB,dev_154564,0
txn_000171,user_0191,2024-01-03 09:23:41.508833217,40.92,purchase,mrc_2787,US,dev_830909,0
txn_000172,user_0179,2024-01-03 10:16:00.605832641,19.43,payment,mrc_9687,ES,dev_449253,0
txn_000173,user_0037,2024-01-03 10:51:10.026976359,18.47,purchase,mrc_1891,US,dev_183988,0
txn_000174,user_0190,2024-01-03 11:12:16.522864558,391.75,purchase,mrc_6391,NL,dev_800230,0
txn_000175,user_0047,2024-01-03 11:15:38.189071643,18.09,payment,mrc_7643,DE,dev_207760,0
txn_000176,user_0146,2024-01-03 11:29:05.156159173,54.73,transfer,mrc_1475,ES,dev_229517,0
txn_000177,user_0054,2024-01-03 12:31:26.845183447,74.94,transfer,mrc_1048,IT,dev_228719,0
txn_000178,user_0007,2024-01-03 13:08:22.027460861,26.31,purchase,mrc_4956,ES,dev_133536,0
txn_000179,user_0192,2024-01-03 13:48:09.979906733,20.65,purchase,mrc_9603,US,dev_664141,0
txn_000180,user_0019,2024-01-03 13:51:32.340315341,62.36,purchase,mrc_4272,DE,dev_356102,0
txn_000181,user_0022,2024-01-03 13:53:03.051353523,140.8,purchase,mrc_5634,GB,dev_282464,0
txn_000182,user_0132,2024-01-03 14:06:08.122096713,57.64,payment,mrc_3938,IT,dev_759758,0
txn_000183,user_0172,2024-01-03 14:17:10.992841434,76.18,withdrawal,mrc_2022,US,dev_663974,0
txn_000184,user_0044,2024-01-03 15:09:21.341238476,22.61,purchase,mrc_9968,BR,dev_176043,0
txn_000185,user_0081,2024-01-03 15:38:05.206533127,22.13,purchase,mrc_1440,PL,dev_707774,0
txn_000186,user_0123,2024-01-03 15:41:35.646445784,59.89,purchase,mrc_9577,FR,dev_491106,0
txn_000187,user_0026,2024-01-03 15:55:55.587184499,32.25,purchase,mrc_2568,FR,dev_276791,0
txn_000188,user_0109,2024-01-03 16:14:38.829267221,29.69,purchase,mrc_7674,CN,dev_681298,0
txn_000189,user_0037,2024-01-03 16:42:56.235791729,34.78,purchase,mrc_1960,US,dev_183988,0
txn_000190,user_0104,2024-01-03 16:43:58.800980439,68.09,withdrawal,mrc_3458,ES,dev_626174,0
txn_000191,user_0176,2024-01-03 16:50:05.843831269,22.38,purchase,mrc_8511,US,dev_354405,0
txn_000192,user_0078,2024-01-03 17:12:38.606875043,56.19,withdrawal,mrc_3679,DE,dev_986119,0
txn_000193,user_0076,2024-01-03 17:34:51.974336683,88.97,purchase,mrc_5635,FR,dev_986288,0
txn_000194,user_0015,2024-01-03 17:45:13.287703884,22.9,purchase,mrc_2261,DE,dev_377800,0
txn_000195,user_0184,2024-01-03 18:06:21.982273683,332.4,purchase,mrc_4664,DE,dev_200963,0
txn_000196,user_0041,2024-01-03 18:20:00.442129758,40.36,purchase,mrc_9643,FR,dev_793260,0
txn_000197,user_0044,2024-01-03 18:51:02.248127193,22.22,purchase,mrc_8042,BR,dev_176043,0
txn_000198,user_0145,2024-01-03 19:15:18.062928948,124.5,purchase,mrc_2997,BR,dev_839106,0
txn_000199,user_0173,2024-01-03 19:38:35.173088532,61.01,transfer,mrc_5607,US,dev_515554,0
txn_000200,user_0196,2024-01-03 19:47:04.016670340,86.02,purchase,mrc_1129,GB,dev_520735,0
txn_000201,user_0180,2024-01-03 19:50:47.948419067,19.75,purchase,mrc_7513,DE,dev_275394,0
txn_000202,user_0051,2024-01-03 19:51:35.567631447,67.98,purchase,mrc_5639,GB,dev_971478,0
txn_000203,user_0027,2024-01-03 20:13:59.868110431,76.85,purchase,mrc_8777,FR,dev_934751,0
txn_000204,user_0160,2024-01-03 20:26:32.001934062,72.18,purchase,mrc_8211,BR,dev_932446,0
txn_000205,user_0075,2024-01-03 21:38:56.737416401,83.86,withdrawal,mrc_3501,GB,dev_228165,0
txn_000206,user_0104,2024-01-03 21:57:01.808909981,83.06,purchase,mrc_3458,ES,dev_626174,0
txn_000207,user_0159,2024-01-03 21:58:09.968643295,27.23,withdrawal,mrc_2289,BR,dev_722789,0
txn_000208,user_0038,2024-01-03 22:04:52.085894888,66.89,purchase,mrc_7650,RU,dev_665036,0
txn_000209,user_0025,2024-01-03 22:09:37.060286140,19.67,payment,mrc_7719,BR,dev_336214,0
txn_000210,user_0073,2024-01-03 22:21:29.756633726,49.1,transfer,mrc_8630,CN,dev_866813,0
txn_000211,user_0077,2024-01-03 22:27:52.277605970,25.27,purchase,mrc_1965,FR,dev_803803,0
txn_000212,user_0109,2024-01-03 22:47:54.084395298,29.58,purchase,mrc_1798,CN,dev_681298,0
txn_000213,user_0011,2024-01-04 00:32:48.563287865,40.22,withdrawal,mrc_7266,FR,dev_250275,0
txn_000214,user_0088,2024-01-04 00:51:21.436468951,42.45,purchase,mrc_3694,IT,dev_918157,0
txn_000215,user_0124,2024-01-04 00:51:26.647027894,97.3,purchase,mrc_6472,GB,dev_327865,0
txn_000216,user_0011,2024-01-04 01:21:34.157391667,47.51,purchase,mrc_7266,FR,dev_250275,0
txn_000217,user_0073,2024-01-04 01:22:25.422243099,65.97,purchase,mrc_8630,CN,dev_866813,0
txn_000218,user_0148,2024-01-04 02:08:40.295967871,25.86,transfer,mrc_3945,US,dev_481048,0
txn_000219,user_0006,2024-01-04 02:28:44.212798571,55.2,purchase,mrc_1066,US,dev_824287,0
txn_000220,user_0112,2024-01-04 02:30:57.422763494,95.02,withdrawal,mrc_5208,IN,dev_647866,0
txn_000221,user_0101,2024-01-04 02:31:41.405658303,85.8,withdrawal,mrc_7318,DE,dev_472623,0
txn_000222,user_0135,2024-01-04 02:44:46.862983375,52.14,purchase,mrc_5899,DE,dev_329595,0
txn_000223,user_0143,2024-01-04 03:38:25.093912117,46.41,withdrawal,mrc_9789,CA,dev_121390,0
txn_000224,user_0149,2024-01-04 04:02:26.213659815,45.93,purchase,mrc_6837,DE,dev_777095,0
txn_000225,user_0178,2024-01-04 04:09:33.113018491,41.07,purchase,mrc_7369,US,dev_706543,0
txn_000226,user_0091,2024-01-04 04:44:24.925114190,55.9,payment,mrc_7652,DE,dev_225701,0
txn_000227,user_0199,2024-01-04 04:54:24.329364670,57.79,purchase,mrc_1977,DE,dev_506218,0
txn_000228,user_0161,2024-01-04 05:03:22.213812376,86.18,withdrawal,mrc_2738,US,dev_689131,0
txn_000229,user_0171,2024-01-04 05:35:35.846964393,13.88,purchase,mrc_1215,GB,dev_735490,0
txn_000230,user_0015,2024-01-04 05:50:17.551430818,22.23,transfer,mrc_6658,DE,dev_377800,0
txn_000231,user_0180,2024-01-04 05:54:15.888090087,15.9,purchase,mrc_1807,DE,dev_275394,0
txn_000232,user_0172,2024-01-04 06:00:00.648588253,82.14,payment,mrc_6230,US,dev_663974,0
txn_000233,user_0059,2024-01-04 06:12:24.470061906,83.04,withdrawal,mrc_6201,US,dev_323460,0
txn_000234,user_0024,2024-01-04 06:18:36.154080783,133.98,purchase,mrc_4419,DE,dev_897665,0
txn_000235,user_0122,2024-01-04 06:21:53.428831442,20.52,purchase,mrc_5828,FR,dev_353998,0
txn_000236,user_0074,2024-01-04 06:23:39.175612610,32.93,purchase,mrc_4049,IT,dev_452352,0
txn_000237,user_0148,2024-01-04 06:43:12.669598693,37.75,purchase,mrc_6287,US,dev_481048,0
txn_000238,user_0176,2024-01-04 06:44:43.852162754,68.34,payment,mrc_9431,US,dev_354405,0
txn_000239,user_0166,2024-01-04 07:27:21.946239081,136.46,purchase,mrc_6548,IN,dev_702052,0
txn_000240,user_0162,2024-01-04 07:28:10.914443311,117.05,payment,mrc_6697,DE,dev_495721,0
txn_000241,user_0049,2024-01-04 07:29:28.376950640,54.06,purchase,mrc_6866,FR,dev_756716,0
txn_000242,user_0077,2024-01-04 07:31:30.424625601,26.18,purchase,mrc_9727,FR,dev_803803,0
txn_000243,user_0104,2024-01-04 07:53:32.882520814,31.35,purchase,mrc_6595,ES,dev_626174,0
txn_000244,user_0080,2024-01-04 07:55:30.812928530,58.93,purchase,mrc_4320,US,dev_149548,0
txn_000245,user_0167,2024-01-04 08:02:48.635771057,54.24,purchase,mrc_6109,FR,dev_606400,0
txn_000246,user_0066,2024-01-04 08:31:05.528854068,23.06,withdrawal,mrc_7015,DE,dev_768422,0
txn_000247,user_0089,2024-01-04 08:48:50.802886232,90.17,purchase,mrc_6713,GB,dev_154564,0
txn_000248,user_0104,2024-01-04 09:34:34.736850268,83.06,purchase,mrc_3458,ES,dev_626174,0
txn_000249,user_0078,2024-01-04 09:45:52.880489634,72.62,transfer,mrc_3679,DE,dev_986119,0
txn_000250,user_0019,2024-01-04 09:49:02.844825503,68.94,purchase,mrc_8435,DE,dev_356102,0
txn_000251,user_0188,2024-01-04 10:01:22.898720984,38.56,purchase,mrc_5220,GB,dev_530151,0
txn_000252,user_0024,2024-01-04 10:30:58.516338087,144.81,purchase,mrc_7628,DE,dev_897665,0
txn_000253,user_0193,2024-01-04 10:32:02.812112028,171.32,purchase,mrc_7760,JP,dev_754885,0
txn_000254,user_0199,2024-01-04 10:44:29.095525064,45.59,withdrawal,mrc_6782,DE,dev_506218,0
txn_000255,user_0051,2024-01-04 10:52:50.490333460,30.9,purchase,mrc_1108,GB,dev_971478,0
txn_000256,user_0052,2024-01-04 10:58:40.076499941,70.22,purchase,mrc_3554,CN,dev_926596,0
